ID,Name,Age,Marks,Grade
1993,Sara,20,94.05,D
1994,John,25,65.74,F
1995,Alice,18,90.31,C
1996,James,21,99.04,C
1997,James,20,75.48,D
1998,James,25,84.78,B
1999,Nina,25,71.78,C
2000,Emma,24,96.79,D
2001,Mike,19,54.04,B
2002,Alice,24,91.45,A
2003,Alice,24,64.27,B
2004,Emma,19,52.05,B
2005,Rachel,21,94.03,F
2006,Mike,19,56.98,C
2007,Tom,22,98.14,C
2008,Nina,24,72.09,D
2009,James,24,50.06,A
2010,Nina,19,50.15,A
2011,James,19,89.28,C
2012,Alice,22,81.92,D
2013,Tom,21,75.66,B
2014,James,23,67.47,C
2015,David,23,86.97,C
2016,John,20,98.26,B
2017,Sara,21,95.07,A
2018,David,22,98.82,B
2019,Rachel,19,86.95,C
2020,Sara,22,54.12,B
2021,Nina,23,92.71,F
2022,James,25,95.19,F
2023,Tom,19,73.85,F
2024,John,19,81.27,F
2025,Tom,25,57.87,B
2026,David,22,74.17,B
2027,James,18,94.74,C
2028,Nina,18,54.01,C
2029,Rachel,19,58.62,D
2030,Emma,18,71.6,C
2031,Nina,18,65.86,B
2032,David,21,96.99,C
2033,Mike,20,67.15,A
2034,Rachel,19,69.87,F
2035,James,23,68.35,C
2036,Tom,19,57.2,F
2037,John,18,64.84,C
2038,Emma,22,92.96,B
2039,James,19,65.25,D
2040,Tom,23,62.43,B
2041,Sara,24,52.53,D
2042,Nina,18,52.02,B
2043,Tom,19,76.59,D
2044,David,24,62.31,C
2045,Tom,20,74.03,A
2046,Emma,22,80.0,A
2047,John,20,76.5,F
2048,David,18,74.07,C
2049,Nina,23,85.47,B
2050,David,24,72.94,A
2051,Tom,23,65.76,F
2052,John,23,92.46,F
2053,Mike,23,75.17,F
2054,John,21,96.6,F
2055,Mike,19,83.48,D
2056,James,19,89.63,C
2057,James,19,91.12,F
2058,Tom,19,60.72,A
2059,Rachel,24,92.2,C
2060,John,19,60.41,B
2061,Emma,25,83.09,A
2062,Tom,22,69.98,C
2063,David,18,51.56,D
2064,Rachel,25,55.19,D
2065,Mike,23,57.0,C
2066,Tom,21,71.02,C
2067,Sara,23,69.49,A
2068,Rachel,25,83.03,B
2069,John,23,62.41,F
2070,James,23,74.64,C
2071,John,22,71.41,A
2072,John,24,62.7,D
2073,Nina,18,91.53,B
2074,Tom,22,55.34,F
2075,David,21,61.11,F
2076,Emma,18,53.29,A
2077,James,19,97.29,F
2078,Rachel,21,93.87,C
2079,Tom,25,62.47,F
2080,Rachel,22,76.34,A
2081,Sara,25,74.11,B
2082,Sara,20,92.57,F
2083,David,18,94.54,D
2084,John,21,56.59,B
2085,James,18,54.71,A
2086,James,20,98.98,A
2087,Rachel,23,80.65,C
2088,Sara,19,76.23,B
2089,John,18,69.95,F
2090,Mike,22,71.66,C
2091,Mike,25,92.35,C
2092,Nina,22,98.61,F
2093,Tom,19,56.94,B
2094,Emma,23,66.7,C
2095,Sara,24,98.9,D
2096,David,24,73.82,C
2097,James,21,91.04,C
2098,Mike,18,91.08,C
2099,Emma,22,59.0,B
2100,Nina,18,80.82,A
2101,James,23,58.68,A
2102,John,24,68.6,D
2103,Alice,22,57.74,A
2104,James,20,57.9,A
2105,Emma,23,66.27,D
2106,John,19,95.99,B
2107,Mike,19,91.89,B
2108,Sara,21,92.83,F
2109,Alice,24,85.16,D
2110,John,25,76.97,C
2111,Rachel,23,60.76,D
2112,Nina,25,58.71,B
2113,Alice,20,81.7,F
2114,James,25,60.05,B
2115,David,19,74.07,C
2116,Rachel,24,57.68,D
2117,Mike,23,54.31,D
2118,Tom,25,98.4,F
2119,Tom,24,72.69,F
2120,Alice,25,63.2,C
2121,Tom,22,92.38,D
2122,Emma,25,78.56,D
2123,Alice,25,71.2,D
2124,Tom,21,80.01,F
2125,Nina,24,78.24,B
2126,Tom,20,92.21,A
2127,Alice,19,87.95,A
2128,James,20,87.01,C
2129,Rachel,22,97.35,B
2130,David,19,50.53,A
2131,Mike,18,55.25,F
2132,Tom,23,60.19,F
2133,Rachel,23,80.4,A
2134,David,25,95.25,F
2135,John,22,66.48,F
2136,Nina,23,67.79,D
2137,Rachel,22,99.76,D
2138,John,25,93.23,D
2139,Tom,20,64.12,A
2140,Rachel,22,86.41,B
2141,James,24,81.46,F
2142,John,25,81.77,D
2143,Mike,25,88.19,A
2144,Rachel,21,82.49,F
2145,John,21,73.75,B
2146,Sara,23,52.94,B
2147,Rachel,24,68.26,A
2148,Mike,18,82.52,F
2149,Sara,19,78.46,A
2150,David,18,82.43,F
2151,James,25,85.79,D
2152,James,19,52.44,A
2153,John,25,67.1,B
2154,Alice,20,70.14,F
2155,Rachel,21,50.85,D
2156,Nina,24,79.35,C
2157,John,22,71.88,C
2158,Alice,18,50.39,F
2159,Tom,20,74.61,A
2160,Emma,18,70.09,C
2161,Tom,24,61.61,B
2162,Rachel,20,69.55,A
2163,James,22,83.03,A
2164,David,22,60.74,F
2165,John,20,95.79,B
2166,Mike,24,84.99,B
2167,Emma,18,80.1,C
2168,John,18,67.0,B
2169,Emma,19,79.51,A
2170,Rachel,24,57.65,C
2171,Nina,24,50.97,C
2172,David,21,77.97,F
2173,Tom,23,63.19,A
2174,David,24,62.81,A
2175,James,19,68.14,F
2176,David,19,86.75,C
2177,James,25,60.85,A
2178,Tom,22,50.79,C
2179,Nina,23,69.76,D
2180,Nina,18,61.47,B
2181,Emma,23,82.5,B
2182,Tom,20,92.75,F
2183,Mike,22,75.34,C
2184,Nina,20,65.76,C
2185,Mike,22,72.28,B
2186,David,25,68.35,B
2187,John,18,94.59,D
2188,Nina,24,59.69,C
2189,Sara,24,60.89,D
2190,Sara,21,68.72,C
2191,James,21,64.52,F
2192,Tom,23,51.5,A
2193,Mike,20,98.14,D
2194,Emma,25,87.89,B
2195,Mike,18,60.43,C
2196,Tom,25,57.84,B
2197,Nina,19,73.86,A
2198,James,25,69.82,C
2199,Alice,21,87.09,A
2200,John,18,74.12,A
2201,Alice,19,57.78,C
2202,James,21,54.28,C
2203,Tom,24,99.42,A
2204,Nina,23,74.48,D
2205,David,18,59.21,C
2206,Tom,25,59.32,D
2207,Emma,18,62.6,F
2208,David,22,70.82,B
2209,Tom,21,87.77,F
2210,Nina,21,65.54,B
2211,John,20,58.92,A
2212,Rachel,25,64.25,C
2213,Sara,23,73.91,F
2214,David,25,92.03,F
2215,Nina,19,67.49,B
2216,Tom,24,99.16,F
2217,Sara,23,81.14,F
2218,David,19,50.28,D
2219,Rachel,21,75.81,A
2220,Sara,18,86.89,B
2221,John,19,61.89,B
2222,Emma,21,88.22,B
2223,Nina,21,92.53,C
2224,Nina,20,85.35,D
2225,Mike,19,53.55,D
2226,David,21,54.88,F
2227,David,22,88.82,B
2228,Rachel,24,84.62,F
2229,Sara,25,97.31,A
2230,Alice,24,56.13,C
2231,John,20,87.93,B
2232,Sara,19,58.85,C
2233,Nina,20,54.41,A
2234,Mike,18,92.44,C
2235,Alice,24,96.55,F
2236,Nina,25,69.82,C
2237,Emma,21,83.5,A
2238,James,24,81.37,F
2239,Mike,18,77.78,A
2240,Emma,19,71.35,B
2241,Emma,21,79.96,A
2242,Tom,23,97.77,A
2243,David,20,78.67,F
2244,Emma,25,74.52,F
2245,Tom,22,72.65,C
2246,David,19,93.18,A
2247,Emma,23,52.83,C
2248,Sara,22,58.9,A
2249,Mike,23,58.81,C
2250,John,19,82.63,C
2251,James,18,68.73,F
2252,Sara,24,76.7,A
2253,Emma,20,77.85,D
2254,Sara,21,59.9,D
2255,Emma,20,84.24,A
2256,Nina,19,94.62,C
2257,James,23,77.46,D
2258,Emma,22,76.62,B
2259,Mike,24,73.07,D
2260,John,22,54.33,C
2261,Rachel,24,63.86,F
2262,Alice,22,99.06,B
2263,Nina,20,75.6,D
2264,Mike,19,90.52,C
2265,Emma,22,69.88,F
2266,David,24,68.9,F
2267,Alice,19,77.66,D
2268,Sara,18,57.71,A
2269,John,21,57.01,D
2270,Mike,22,67.8,C
2271,David,20,62.9,A
2272,Nina,22,74.31,C
2273,Alice,24,73.29,A
2274,James,25,68.93,C
2275,Alice,23,54.01,B
2276,Tom,25,88.01,A
2277,James,22,91.75,B
2278,Tom,21,52.0,A
2279,Alice,20,64.78,C
2280,Mike,23,82.0,C
2281,Tom,18,63.6,B
2282,Tom,24,56.3,A
2283,David,20,93.04,D
2284,Tom,20,77.13,B
2285,Tom,20,99.98,C
2286,John,18,62.12,D
2287,David,25,94.94,C
2288,Mike,22,95.33,B
2289,Nina,20,75.2,D
2290,Emma,25,61.57,D
2291,Nina,20,59.57,B
2292,Tom,23,64.05,D
2293,Emma,22,98.23,D
2294,Nina,21,77.29,B
2295,Tom,25,90.49,A
2296,John,18,86.79,B
2297,Alice,19,85.35,D
2298,Emma,18,52.2,B
2299,Emma,20,85.56,D
2300,Sara,19,70.42,D
2301,Nina,19,90.23,A
2302,Nina,24,57.41,D
2303,Nina,18,62.51,C
2304,Sara,22,61.06,C
2305,Rachel,18,68.69,B
2306,Mike,22,60.22,C
2307,David,22,90.06,B
2308,David,24,89.04,D
2309,Emma,22,59.44,D
2310,David,25,54.64,C
2311,David,19,82.1,B
2312,David,19,57.36,F
2313,Alice,21,69.37,A
2314,John,19,61.52,F
2315,Nina,20,94.57,A
2316,James,25,61.45,C
2317,Nina,25,74.5,C
2318,Rachel,24,67.88,C
2319,John,23,62.13,D
2320,Emma,24,82.16,B
2321,Alice,18,60.46,B
2322,John,18,99.07,B
2323,Nina,21,72.59,B
2324,Rachel,24,64.05,D
2325,David,25,79.37,D
2326,John,24,55.46,B
2327,James,23,75.66,A
2328,Nina,24,83.25,C
2329,Sara,23,90.38,F
2330,Emma,20,79.7,C
2331,Mike,24,87.97,C
2332,David,24,86.97,D
2333,Emma,24,68.69,F
2334,Alice,18,59.63,F
2335,Emma,18,68.38,C
2336,Mike,24,65.02,C
2337,Mike,19,67.89,A
2338,Alice,21,99.42,B
2339,Alice,18,54.13,B
2340,Sara,25,65.13,F
2341,Nina,22,90.26,D
2342,Nina,22,83.21,D
2343,Sara,23,88.55,A
2344,Nina,19,95.9,D
2345,Alice,22,54.68,A
2346,Tom,19,60.8,C
2347,Rachel,20,66.41,F
2348,Tom,20,71.06,B
2349,Nina,20,68.68,B
2350,James,20,82.74,F
2351,Tom,18,85.23,A
2352,Emma,18,62.05,D
2353,Mike,19,70.99,F
2354,Alice,18,89.43,A
2355,Emma,20,56.02,D
2356,Tom,24,50.48,F
2357,Alice,20,62.01,A
2358,David,24,95.24,B
2359,Emma,21,82.88,F
2360,John,18,56.9,F
2361,Rachel,25,96.92,C
2362,John,18,60.25,A
2363,Mike,23,98.38,C
2364,John,19,54.09,D
2365,James,22,61.0,B
2366,Tom,20,69.69,C
2367,Emma,24,61.74,C
2368,Nina,22,81.73,A
2369,Emma,23,68.07,A
2370,Alice,21,63.74,D
2371,Alice,23,67.23,A
2372,John,22,53.55,A
2373,Nina,19,54.11,A
2374,David,24,80.0,A
2375,Alice,22,98.88,A
2376,Emma,21,92.87,F
2377,James,24,65.2,C
2378,Emma,25,64.6,F
2379,Emma,18,58.02,A
2380,Emma,22,73.79,C
2381,Emma,20,54.4,F
2382,Alice,23,64.32,F
2383,James,18,72.35,B
2384,Rachel,20,79.46,A
2385,David,20,90.36,D
2386,Mike,25,71.41,C
2387,James,20,75.3,C
2388,Tom,20,54.68,C
2389,Rachel,22,76.7,B
2390,Sara,22,63.87,A
2391,Emma,19,68.96,F
2392,John,19,98.72,C
2393,David,25,62.2,D
2394,Nina,21,67.96,B
2395,Mike,19,95.62,B
2396,Emma,21,82.78,B
2397,Mike,20,53.85,C
2398,John,21,63.07,B
2399,Sara,20,64.84,A
2400,Rachel,21,51.99,B
2401,John,20,96.71,B
2402,Alice,18,92.69,D
2403,Nina,25,85.75,D
2404,David,21,77.45,B
2405,Rachel,19,70.88,B
2406,Rachel,23,51.16,B
2407,James,23,80.88,B
2408,John,22,64.29,D
2409,Rachel,25,85.55,F
2410,David,21,64.93,C
2411,Sara,22,65.93,F
2412,Tom,25,82.05,F
2413,Nina,23,97.61,F
2414,David,24,71.79,B
2415,Sara,20,68.77,D
2416,Alice,20,96.71,F
2417,Alice,20,76.06,D
2418,David,23,78.75,B
2419,Sara,24,75.58,D
2420,Emma,24,80.87,A
2421,Rachel,25,68.3,A
2422,Nina,20,84.17,F
2423,Emma,21,85.05,C
2424,Nina,19,78.44,F
2425,Nina,25,65.36,D
2426,Emma,23,89.05,F
2427,Emma,21,93.76,A
2428,David,21,82.09,C
2429,Rachel,25,63.7,F
2430,James,20,83.08,F
2431,Emma,25,52.64,F
2432,Rachel,22,87.08,C
2433,David,24,72.23,C
2434,David,22,78.81,D
2435,Nina,22,67.9,B
2436,Mike,18,53.17,A
2437,Mike,18,58.51,F
2438,Mike,19,82.13,A
2439,John,18,68.39,F
2440,Rachel,18,58.93,B
2441,James,21,83.65,D
2442,Mike,18,63.92,C
2443,Tom,23,51.07,C
2444,David,23,91.37,B
2445,Emma,19,53.63,B
2446,Sara,18,84.78,B
2447,Rachel,24,89.62,B
2448,Emma,24,92.2,F
2449,James,19,68.78,F
2450,Mike,23,97.7,B
2451,Alice,23,65.76,C
2452,John,23,57.16,F
2453,John,20,68.01,D
2454,John,20,86.36,D
2455,Tom,19,82.62,D
2456,Mike,20,56.47,D
2457,Tom,25,90.19,A
2458,Mike,22,59.72,A
2459,David,23,81.16,B
2460,David,24,52.38,D
2461,Rachel,18,74.09,A
2462,James,25,97.58,D
2463,Tom,25,62.02,C
2464,David,23,91.46,D
2465,Emma,22,74.25,D
2466,Alice,23,84.79,B
2467,Rachel,25,89.82,C
2468,Tom,22,61.98,C
2469,James,24,86.6,D
2470,John,20,64.02,B
2471,Mike,18,79.05,B
2472,Alice,19,81.8,B
2473,Mike,25,83.49,D
2474,John,23,51.75,C
2475,Tom,23,86.63,F
2476,James,21,68.13,C
2477,Rachel,24,79.92,C
2478,James,18,57.09,C
2479,Alice,20,86.2,A
2480,Nina,20,71.55,A
2481,Sara,18,97.34,C
2482,John,25,75.2,F
2483,Rachel,20,95.6,C
2484,Sara,22,78.12,D
2485,Rachel,19,58.74,D
2486,Sara,22,56.08,D
2487,James,23,75.76,D
2488,Nina,18,72.8,D
2489,Tom,24,66.44,A
2490,Rachel,19,89.98,D
2491,John,18,96.44,C
2492,Rachel,19,73.11,F
2493,Emma,21,88.43,F
2494,James,25,60.38,B
2495,Tom,23,74.21,D
2496,Alice,20,55.93,F
2497,Alice,23,61.18,B
2498,Rachel,18,88.48,C
2499,John,23,58.76,C
2500,Emma,23,58.52,D
2501,James,23,85.63,F
2502,Emma,22,68.63,D
2503,Rachel,18,83.99,C
2504,James,25,86.12,A
2505,Emma,25,94.02,C
2506,John,19,84.34,D
2507,Emma,24,93.04,F
2508,Tom,24,88.35,C
2509,Nina,21,68.27,A
2510,Tom,23,85.36,F
2511,Tom,23,69.09,B
2512,John,25,68.83,A
2513,David,23,88.83,C
2514,David,18,51.54,D
2515,John,25,71.04,A
2516,David,25,97.59,C
2517,Sara,18,99.71,D
2518,James,20,98.15,C
2519,John,24,71.66,B
2520,Mike,21,73.32,F
2521,Tom,23,78.77,F
2522,James,21,64.15,B
2523,Tom,23,54.56,F
2524,Nina,23,53.18,C
2525,James,18,94.88,D
2526,Emma,22,64.87,F
2527,Alice,22,98.4,A
2528,Emma,21,85.41,B
2529,Tom,20,54.05,D
2530,Rachel,19,89.24,D
2531,Rachel,24,99.88,C
2532,Sara,18,68.1,D
2533,David,24,83.68,D
2534,Sara,21,88.65,A
2535,James,18,80.77,B
2536,Sara,18,53.15,C
2537,James,24,86.67,A
2538,Sara,21,97.65,A
2539,Nina,20,79.86,B
2540,Nina,23,72.22,D
2541,Nina,25,97.97,A
2542,Sara,24,87.76,D
2543,David,21,52.48,F
2544,David,21,54.6,F
2545,David,20,80.99,C
2546,James,19,90.21,D
2547,John,22,63.96,F
2548,Sara,20,70.38,B
2549,Rachel,25,67.67,A
2550,Mike,18,77.08,C
2551,David,20,99.91,F
2552,Sara,24,55.36,B
2553,Emma,22,99.2,F
2554,Emma,20,72.41,C
2555,Rachel,18,67.18,C
2556,Nina,24,77.8,B
2557,Tom,19,52.98,C
2558,Sara,21,81.78,A
2559,Emma,21,75.85,D
2560,James,20,87.66,D
2561,James,20,77.62,F
2562,James,18,86.0,D
2563,James,23,91.13,C
2564,John,25,69.42,D
2565,Sara,24,51.38,D
2566,Rachel,19,58.99,A
2567,Nina,25,68.93,A
2568,Emma,24,93.76,D
2569,David,18,50.65,D
2570,Sara,18,79.84,B
2571,Nina,21,99.74,A
2572,David,23,85.75,D
2573,Rachel,23,63.98,F
2574,Sara,23,88.87,B
2575,Tom,19,56.21,C
2576,Tom,21,59.78,A
2577,James,20,87.76,F
2578,Rachel,24,83.47,D
2579,Mike,19,91.92,D
2580,David,23,56.32,D
2581,Tom,18,96.6,C
2582,Sara,24,84.55,B
2583,Mike,19,99.18,A
2584,Alice,24,96.51,A
2585,James,21,51.1,A
2586,Sara,20,74.84,C
2587,Rachel,20,81.07,B
2588,David,20,91.58,C
2589,Emma,22,60.59,A
2590,Sara,18,81.25,D
2591,David,24,69.64,C
2592,Tom,23,54.55,A
2593,Mike,19,66.86,D
2594,Rachel,18,86.1,F
2595,Nina,21,71.63,B
2596,Tom,24,93.18,D
2597,Tom,19,50.91,C
2598,John,21,56.7,A
2599,John,18,58.39,D
2600,David,20,99.79,F
2601,Alice,20,81.1,D
2602,John,24,89.7,C
2603,David,21,59.79,F
2604,David,22,57.71,F
2605,Rachel,25,59.47,C
2606,Rachel,23,54.01,D
2607,John,25,70.4,C
2608,Nina,18,82.47,C
2609,Rachel,25,60.69,D
2610,Mike,24,96.9,B
2611,Alice,18,82.37,B
2612,Mike,19,78.88,A
2613,Tom,20,52.0,A
2614,David,18,73.55,F
2615,Alice,24,84.42,D
2616,Alice,21,96.44,F
2617,Rachel,21,68.34,B
2618,Rachel,23,81.01,B
2619,David,19,62.91,F
2620,James,23,70.77,B
2621,Emma,20,78.78,D
2622,Nina,22,60.45,F
2623,Emma,24,93.41,A
2624,Alice,18,67.05,B
2625,Emma,21,92.32,A
2626,Alice,23,72.61,D
2627,Emma,25,59.69,D
2628,Rachel,21,90.09,A
2629,John,18,90.79,A
2630,James,25,90.3,B
2631,Emma,22,93.85,F
2632,John,23,98.22,A
2633,Emma,24,60.08,B
2634,Tom,22,68.94,F
2635,John,21,76.82,D
2636,Mike,23,67.29,C
2637,David,20,87.69,A
2638,David,18,87.72,F
2639,James,18,58.91,F
2640,James,21,82.06,A
2641,Mike,23,98.08,B
2642,Alice,20,78.94,F
2643,James,21,94.98,C
2644,Mike,18,95.16,A
2645,Alice,23,94.87,A
2646,Tom,23,62.03,B
2647,John,18,93.91,A
2648,Sara,20,88.01,C
2649,James,20,57.23,C
2650,David,20,87.54,D
2651,James,24,89.73,B
2652,James,22,79.43,F
2653,James,20,67.48,B
2654,David,22,75.0,D
2655,Alice,18,71.93,C
2656,Rachel,22,98.23,F
2657,Nina,18,83.03,A
2658,John,21,89.11,A
2659,Sara,24,71.47,A
2660,Alice,19,70.67,F
2661,Sara,19,58.8,B
2662,Alice,18,66.83,B
2663,David,18,59.0,B
2664,Rachel,19,97.43,A
2665,Tom,24,50.68,A
2666,Rachel,20,97.33,D
2667,James,21,56.99,F
2668,Nina,18,73.09,A
2669,Mike,22,65.45,A
2670,Emma,22,95.81,D
2671,Tom,23,52.82,D
2672,Tom,18,68.46,C
2673,John,18,77.18,A
2674,David,20,79.59,B
2675,Rachel,22,87.1,A
2676,John,23,56.35,D
2677,Alice,23,90.14,C
2678,James,23,91.91,B
2679,Mike,22,97.78,B
2680,Sara,24,58.07,C
2681,Tom,22,58.03,A
2682,David,18,63.55,B
2683,Sara,22,98.98,B
2684,David,19,91.54,D
2685,Emma,20,64.62,A
2686,James,22,73.65,F
2687,Sara,22,55.41,A
2688,Tom,25,73.76,C
2689,Rachel,19,53.48,B
2690,Nina,18,80.78,B
2691,David,23,89.68,C
2692,Mike,22,87.23,F
2693,Tom,18,77.27,D
2694,Emma,25,62.15,B
2695,John,25,54.06,D
2696,Sara,25,53.02,B
2697,John,19,97.42,F
2698,Alice,24,83.5,A
2699,David,21,53.32,C
2700,David,22,60.12,D
2701,Rachel,19,92.43,C
2702,Tom,19,72.16,B
2703,James,24,59.87,C
2704,Nina,25,62.81,F
2705,Tom,19,56.22,F
2706,Rachel,20,88.12,B
2707,David,21,77.52,B
2708,Alice,23,79.56,C
2709,James,23,79.57,D
2710,David,24,91.31,C
2711,John,25,88.1,A
2712,Rachel,20,80.08,A
2713,Sara,19,91.36,B
2714,David,23,63.21,C
2715,David,21,60.2,F
2716,Nina,21,51.79,C
2717,Emma,21,71.52,B
2718,Nina,18,54.23,C
2719,David,22,64.12,D
2720,Sara,23,62.08,D
2721,Mike,24,66.18,D
2722,David,18,57.09,F
2723,Sara,21,97.24,D
2724,Alice,22,58.35,D
2725,Tom,20,59.27,F
2726,Rachel,23,55.51,C
2727,Rachel,21,87.13,A
2728,Emma,19,79.23,A
2729,Mike,24,52.97,B
2730,Sara,25,93.12,D
2731,John,18,63.07,D
2732,Tom,18,86.26,B
2733,James,19,67.8,C
2734,Tom,25,88.88,B
2735,Nina,18,73.18,F
2736,Alice,18,82.04,B
2737,Sara,19,69.96,C
2738,James,21,81.74,B
2739,Nina,22,84.72,C
2740,James,19,89.24,B
2741,David,18,68.76,F
2742,Rachel,21,57.08,F
2743,James,19,74.94,F
2744,Alice,18,64.77,B
2745,Sara,19,52.98,D
2746,James,23,88.94,F
2747,Nina,24,57.17,F
2748,Sara,19,70.46,C
2749,James,22,51.63,B
2750,Alice,25,84.86,A
2751,Sara,23,96.34,B
2752,Emma,23,99.64,D
2753,Tom,18,87.54,A
2754,David,21,84.57,A
2755,Sara,24,91.44,C
2756,David,22,96.85,B
2757,Rachel,18,69.65,B
2758,Emma,24,54.86,F
2759,Sara,19,92.89,F
2760,James,21,97.74,D
2761,Nina,19,77.14,C
2762,Emma,23,52.49,A
2763,John,19,84.46,A
2764,Alice,20,60.6,A
2765,John,24,61.15,A
2766,Mike,19,58.02,A
2767,Nina,18,77.13,D
2768,John,19,63.96,D
2769,James,20,60.79,B
2770,Rachel,18,93.0,D
2771,David,23,79.64,B
2772,David,19,53.98,A
2773,Alice,19,50.81,A
2774,John,25,63.78,B
2775,Tom,22,82.87,F
2776,Tom,22,84.98,F
2777,David,19,91.87,B
2778,John,25,86.38,D
2779,Mike,20,94.82,D
2780,Sara,22,50.96,B
2781,Nina,25,65.37,B
2782,Tom,20,64.26,F
2783,James,18,72.83,D
2784,Mike,25,50.66,F
2785,David,18,66.89,A
2786,Sara,22,76.28,F
2787,Sara,18,87.71,C
2788,Nina,21,93.15,D
2789,David,19,61.48,C
2790,James,25,51.67,D
2791,James,21,83.64,A
2792,David,24,96.22,D
2793,James,19,83.35,B
2794,James,20,70.26,B
2795,Sara,20,74.66,B
2796,David,23,56.53,A
2797,Emma,19,82.12,F
2798,John,19,63.14,A
2799,John,21,59.1,B
2800,Rachel,20,54.59,C
2801,Emma,24,92.03,C
2802,Rachel,23,87.35,B
2803,Sara,24,67.3,A
2804,Alice,24,85.89,A
2805,Mike,20,60.18,C
2806,Nina,18,89.29,F
2807,Tom,21,58.5,F
2808,Mike,19,79.07,A
2809,Alice,22,73.04,A
2810,Tom,21,71.37,D
2811,John,18,55.3,B
2812,David,21,58.95,A
2813,Nina,18,52.1,C
2814,Sara,25,55.58,C
2815,Rachel,19,71.01,F
2816,Emma,25,92.88,B
2817,David,20,94.99,D
2818,David,20,82.29,A
2819,Emma,25,86.56,D
2820,James,25,56.6,F
2821,Tom,21,70.47,F
2822,Emma,23,99.19,A
2823,Nina,19,56.41,C
2824,David,22,80.36,B
2825,Alice,21,87.53,C
2826,Emma,22,79.53,B
2827,Rachel,25,73.2,A
2828,Tom,21,53.0,F
2829,Rachel,18,52.45,A
2830,Sara,18,99.94,D
2831,David,21,97.64,F
2832,David,19,85.37,C
2833,James,23,63.01,C
2834,Sara,25,68.89,F
2835,Sara,18,51.95,A
2836,David,19,93.93,F
2837,John,24,75.14,D
2838,Rachel,20,89.4,A
2839,Nina,21,51.52,A
2840,Mike,21,52.28,D
2841,Mike,20,85.05,B
2842,David,24,73.57,D
2843,Sara,20,93.57,F
2844,Sara,24,53.22,C
2845,John,22,98.38,A
2846,Nina,22,93.17,C
2847,Sara,22,75.96,A
2848,Mike,24,56.15,D
2849,Sara,19,95.24,D
2850,John,21,61.25,A
2851,John,25,97.84,A
2852,Nina,22,91.94,C
2853,Alice,23,95.76,B
2854,Emma,21,53.59,F
2855,John,18,68.19,F
2856,Rachel,22,61.83,D
2857,John,23,61.71,C
2858,Nina,18,93.8,F
2859,James,19,96.73,B
2860,Emma,20,66.15,F
2861,Rachel,20,58.9,D
2862,John,22,84.85,A
2863,Rachel,22,69.69,F
2864,Sara,25,50.13,F
2865,Rachel,19,92.01,B
2866,Mike,23,75.99,F
2867,James,18,60.4,D
2868,James,20,90.3,A
2869,Nina,24,86.7,C
2870,Alice,22,73.95,F
2871,Mike,19,82.23,A
2872,Nina,25,86.68,A
2873,Sara,21,51.08,B
2874,James,18,89.48,D
2875,Rachel,21,63.45,B
2876,Nina,25,66.29,C
2877,Mike,23,57.0,B
2878,Nina,23,65.0,B
2879,Rachel,24,64.31,D
2880,David,24,53.68,B
2881,John,20,56.08,D
2882,Nina,18,50.79,A
2883,John,25,90.67,B
2884,Alice,22,94.74,C
2885,John,24,87.87,D
2886,Nina,18,84.66,A
2887,James,18,82.13,F
2888,David,20,51.89,D
2889,Tom,18,81.74,D
2890,Tom,18,74.39,F
2891,Alice,25,98.73,A
2892,Tom,18,94.66,D
2893,Tom,25,91.53,C
2894,John,25,95.09,B
2895,Tom,21,77.13,F
2896,Emma,19,66.75,D
2897,Tom,23,86.89,D
2898,Mike,25,62.31,D
2899,Tom,22,60.96,B
2900,John,19,51.33,F
2901,Sara,24,89.31,C
2902,David,22,70.25,F
2903,James,21,95.51,F
2904,John,19,97.11,D
2905,Sara,18,95.32,B
2906,Emma,24,57.37,D
2907,Sara,19,66.79,A
2908,Rachel,25,67.71,B
2909,Mike,19,69.08,A
2910,Mike,18,51.64,A
2911,John,22,82.83,B
2912,John,20,80.09,D
2913,Rachel,22,64.58,F
2914,James,20,90.8,C
2915,James,23,79.19,A
2916,James,18,64.27,F
2917,Alice,19,97.17,F
2918,John,18,52.98,F
2919,David,19,51.96,A
2920,John,24,77.58,D
2921,Sara,22,95.92,A
2922,David,22,80.77,A
2923,John,19,54.84,A
2924,James,23,59.2,C
2925,Rachel,21,61.01,A
2926,Tom,18,50.17,D
2927,Emma,18,76.23,A
2928,John,19,56.06,C
2929,Tom,18,50.52,D
2930,Rachel,21,69.32,C
2931,David,23,76.46,F
2932,Sara,23,59.61,C
2933,John,24,79.42,C
2934,Alice,20,72.75,F
2935,Nina,18,58.09,B
2936,Tom,23,71.45,A
2937,David,21,96.5,F
2938,Mike,20,88.62,A
2939,John,18,52.76,F
2940,James,21,54.14,D
2941,Emma,20,82.65,B
2942,Alice,18,85.29,F
2943,David,22,74.55,F
2944,David,24,61.57,A
2945,John,25,70.84,D
2946,John,21,79.39,F
2947,Tom,19,90.09,C
2948,Rachel,19,83.55,B
2949,Alice,20,89.23,C
2950,Sara,20,58.18,A
2951,Emma,23,53.23,B
2952,David,20,79.8,B
2953,Sara,20,95.51,D
2954,Rachel,21,87.4,A
2955,Emma,24,77.68,F
2956,James,23,67.79,A
2957,David,19,70.13,B
2958,Mike,23,75.32,A
2959,Mike,22,63.93,B
2960,Emma,18,88.67,D
2961,Emma,21,60.52,D
2962,Alice,20,73.92,C
